msr,id,tp,twsp,ws,wy,dt,wd,qm.cfs,qc.cfs,qmx.cfs,qmn.cfs,q.cv,uqm.cfsm,uqc.cfsm,ptm.mm,ptmx.mm,ptmn.mm,pt.cv,lbn.,uq.cm,ph.,cnd.us_s,alk.mg_l,sed.mg_l,slc.mg_l,utn.mg_l,tdn.mg_l,utkn.mg_l,tkn.mg_l,don.mg_l,ptn.mg_l,nhn.mg_l,non.mg_l,sod.mg_l,pot.mg_l,cal.mg_l,mag.mg_l,sul.mg_l,chl.mg_l,doc.mg_l,tn.s.mg_mg,tc.s.mg_mg,tcn.,tn.mg_mgsed,tc.mg_mgsed,tn.mg_100mgsed,tc.mg_100mgsed,d13c.permil,d15n.permil,fch,ssn,log.uq,log.qmx,log.ptm,log.ptmx,log.sed.mg_l,log.slc.mg_l,log.alk.mg_l,log.don.mg_l,log.ptn.mg_l,log.nhn.mg_l,log.utn.mg_l,log.tdn.mg_l,log.doc.mg_l,oc.mg_l,n.mg_l,ws.f,logt,cdt,sdt
ms,9_1984_753B,F,307,9,1984,30875,286,0.059086957,1.359,0.24,0.035,54.94248849,1.793434783,1.534,2.295652174,26.6,0,281.5844956,753B,3.92,8,46.4,29.29,2.29,10.17,0.11,0.06,0.11,0.06,0.03,0.05,0.028,0.002,3.03,0.23,3.71,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7/12/1984,Summer,1.366091654,-1.427116356,1.192604077,3.317815773,0.828551818,2.31944221,3.377246161,-3.506557897,-2.995732274,-3.575550769,0.104360015,0.058268908,NA,NA,NA,Old-growth,post-log,0.209314646,-0.977848342
ms,9_1984_760B,F,308,9,1984,30895,306,0.0325,0.65,0.037,0.026,9.122168166,0.9849,0.735,0.195,3.6,0,412.4351728,760B,1.85,8,35.5,31.58,2.21,10.38,0.07,0.04,0.07,0.04,0.04,0.03,0.004,0.001,3.24,0.23,3.95,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/1/1984,Summer,0.615185639,-3.296837366,0.178146185,1.526056303,0.792992516,2.339880878,3.452524009,-3.218875825,-3.506557897,-5.521460918,0.067658648,0.039220713,NA,NA,NA,Old-growth,post-log,0.527077709,-0.849817092
ms,9_1984_767B,F,309,9,1984,30915,326,0.0244,0.488,0.026,0.017,4.682299759,0.7488,0.559,0,0,0,NA,767B,1.42,7.7,66.9,32.5,1.41,11.21,0.06,0.05,0.05,0.04,0.04,0.01,NA,0.005,3.27,0.2,4.29,1.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/21/1984,Summer,0.350656872,-3.649658741,0,0,0.343589704,2.416806237,3.481240089,-3.218875825,-4.605170186,NA,0.058268908,0.048790164,NA,NA,NA,Old-growth,post-log,0.782980104,-0.622046748
md,9_1984_774B,F,310,9,1984,30936,347,0.017714286,0.372,0.045,0.013,30.66849706,0.535428571,0.419,2.228571429,16.4,0,230.0227421,774B,1.07,7.9,67.8,32.91,6.08,9.82,0.09,0.04,0.09,0.04,0.04,0.05,0.005,0.003,3.48,0.16,4.91,1.9,NA,NA,NA,0.000987818,0.010863921,12.83088695,0.017769574,0.195428056,1.776957426,19.54280559,-27.03747901,1.164173251,9/11/1984,Summer,0.067658648,-3.101092789,1.172039757,2.856470206,1.805004696,2.284421122,3.493776563,-3.218875825,-2.995732274,-5.298317367,0.086177696,0.039220713,NA,1.18820258,0.108039012,Old-growth,post-log,0.952377576,-0.304921225
ms,9_1985_781B,F,311,9,1985,30959,4,0.021304348,0.49,0.043,0.017,17.75766087,0.645521739,0.552,1.291304348,13.9,0,273.5656,781B,1.39,7.7,65.3,31.41,1.8,10.45,0.08,0.05,0.08,0.05,0.05,0.03,0.004,0.002,3.45,0.21,4.37,1.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10/4/1984,Fall,0.329303747,-3.146555163,0.82912124,2.701361213,0.587786665,2.346601978,3.447126314,-2.995732274,-3.506557897,-5.521460918,0.076961041,0.048790164,NA,NA,NA,Old-growth,post-log,0.997630305,0.068802427
md,9_1985_788B,F,312,9,1985,30980,25,0.059238095,1.244,0.453,0.019,84.2630637,1.797809524,1.405,10.24761905,40.9,0,118.7010335,788B,3.53,7.7,58.7,24.92,10.91,9.58,0.14,0.06,0.14,0.06,0.06,0.08,0.002,0.001,3.06,0.21,4.2,1.46,NA,NA,NA,0.001032867,0.010931722,12.34783542,0.019449314,0.205848798,1.944931423,20.58487981,-27.15511009,-1.132700947,10/25/1984,Fall,1.261297871,-0.791863154,2.420156466,3.735285827,2.3896798,2.259677592,3.215670694,-2.813410717,-2.525728644,-6.214608098,0.131028262,0.058268908,NA,2.245810387,0.212192018,Old-growth,post-log,0.908817637,0.417193603
ms,9_1985_795B,F,313,9,1985,31000,45,0.3761,7.522,1.778,0.048,71.75618195,11.4071,8.488,23.57,90.7,0,93.47825539,795B,21.11,8,42.4,20.5,2.69,7.92,0.1,0.07,0.1,0.07,0.07,0.03,NA,0.001,2.19,0.12,3.64,1.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11/14/1984,Fall,3.049746862,0.575489137,3.201526187,4.518522379,0.989541194,2.069391206,3.020424886,-2.659260037,-3.506557897,NA,0.09531018,0.067658648,NA,NA,NA,Old-growth,post-log,0.714673386,0.699458327
ms,9_1985_802B,F,314,9,1985,31021,66,0.332380952,6.98,1.539,0.112,86.37419069,10.08533333,7.875,11.3,56.1,0,136.7069037,802B,20.35,7.5,37.7,17.62,1.19,8.38,0.06,0.04,0.06,0.04,0.04,0.02,0.003,0.001,2.17,0.12,3.44,1.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/5/1984,Fall,3.013080912,0.431132855,2.509599262,4.044804117,0.173953307,2.125847914,2.869034621,-3.218875825,-3.912023005,-5.80914299,0.058268908,0.039220713,NA,NA,NA,Old-growth,post-log,0.421100871,0.907013813
ms,9_1985_809B,F,315,9,1985,31042,87,0.245761905,5.161,1.024,0.13,55.56844397,7.455809524,5.823,7.30952381,25.9,0,121.3801522,809B,14.81,7.5,38.3,17.37,0.77,9.05,0.05,0.05,0.05,0.05,0.04,NA,0.008,0.001,2.33,0.13,3.15,1.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/26/1984,Winter,2.695302628,0.023716527,2.117402304,3.292126287,-0.261364764,2.202764758,2.85474458,-3.218875825,NA,-4.828313737,0.048790164,0.048790164,NA,NA,NA,Old-growth,post-log,0.07309513,0.997324973
ms,9_1985_816B,F,316,9,1985,31064,109,0.193909091,4.266,1.133,0.066,79.90352881,5.883227273,4.812,4.827272727,38.6,0,232.164908,816B,12.28,7.5,42.3,17.17,0.56,9.51,0.03,0.03,0.03,0.03,0.03,NA,0.002,0.002,2.32,0.14,3.2,1.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/17/1985,Winter,2.507971923,0.124868982,1.762549091,3.678829118,-0.579818495,2.252343877,2.843163675,-3.506557897,NA,-6.214608098,0.029558802,0.029558802,NA,NA,NA,Old-growth,post-log,-0.300819808,0.953680997
ms,9_1985_823B,F,317,9,1985,31084,129,0.05495,1.099,0.105,0.043,8.865836101,1.669,1.238,2.85,21.6,0,192.3030094,823B,3.21,7.1,45.8,20.12,1.86,9.61,0.03,0.02,0.03,0.02,0.02,0.01,0.005,0.001,2.51,0.16,3.31,1.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2/6/1985,Winter,1.166270937,-2.253794929,1.348073148,3.117949906,0.620576488,2.262804223,3.001714345,-3.912023005,-4.605170186,-5.298317367,0.029558802,0.019802627,NA,NA,NA,Old-growth,post-log,-0.60505607,0.796182864
ms,9_1985_830B,F,318,9,1985,31105,150,0.246714286,5.181,1.183,0.097,66.13470508,7.484238095,5.847,8.1,52.8,0,174.392494,830B,14.82,7.5,28.2,17.75,1.27,8.45,0.05,0.04,0.05,0.04,0.03,0.01,0.007,0.003,2.06,0.14,3.17,1.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2/27/1985,Winter,2.69597762,0.168053585,2.208274414,3.985273467,0.239016901,2.134166441,2.876385516,-3.506557897,-4.605170186,-4.96184513,0.048790164,0.039220713,NA,NA,NA,Old-growth,post-log,-0.847540923,0.530730048
ms,9_1985_837B,F,319,9,1985,31126,171,0.073047619,1.534,0.121,0.048,26.71237687,2.217380952,1.73,2.014285714,15.5,0,208.0330566,837B,4.43,7.6,46.9,20.83,0.49,10.01,0.02,0.02,0.02,0.02,0.02,NA,0.003,0.001,2.61,0.13,3.32,1.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/20/1985,Spring,1.488399584,-2.111964733,1.103362891,2.803360381,-0.713349888,2.303584593,3.036394255,-3.912023005,NA,-5.80914299,0.019802627,0.019802627,NA,NA,NA,Old-growth,post-log,-0.98046916,0.19667289
ms,9_1985_844B,F,320,9,1985,31148,193,0.229909091,5.058,0.949,0.048,65.38261726,6.973681818,5.705,8.890909091,32.8,0,124.676379,844B,14.41,7.7,43.2,20.33,1.85,9.35,0.07,0.04,0.07,0.04,0.03,0.03,0.006,0.002,2.69,0.14,3.22,1.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4/11/1985,Spring,2.66792241,-0.05234648,2.291616062,3.520460802,0.615185639,2.235376343,3.012097628,-3.506557897,-3.506557897,-5.11599581,0.067658648,0.039220713,NA,NA,NA,Old-growth,post-log,-0.983709294,-0.179766586
ms,9_1985_851B,F,321,9,1985,31168,213,0.0983,1.966,0.708,0.052,75.68176529,2.97875,2.214,5.05,28.6,0,169.3424291,851B,5.72,7.5,51.2,23.08,2.37,10.5,0.2,0.19,0.2,0.19,0.09,0.01,0.099,0.004,2.63,0.16,3.57,1.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5/1/1985,Spring,1.743968805,-0.345311185,1.800058272,3.387774361,0.862889955,2.351375257,3.138966442,-2.407945609,-4.605170186,-2.312635429,0.182321557,0.173953307,NA,NA,NA,Old-growth,post-log,-0.865307254,-0.501241813
ms,9_1985_858B,A,322,9,1985,31190,235,0.046272727,1.018,0.078,0.04,15.41433539,1.405681818,1.149,1.5,21.1,0,313.5190264,858B,2.93,7.7,56,25.58,1.63,10.45,0.1,0.16,0.09,0.15,0.12,NA,0.029,0.006,2.99,0.24,3.68,1.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5/23/1985,Spring,1.075002423,-2.551046452,0.916290732,3.095577609,0.488580015,2.346601978,3.241810796,-2.120263536,NA,-3.540459449,0.09531018,0.148420005,NA,NA,NA,Old-growth,post-log,-0.618671403,-0.785649855
md,9_1985_865B,F,323,9,1985,31211,256,0.054952381,1.154,0.323,0.034,71.04626454,1.669285714,1.301,5.180952381,43.4,0,198.1685088,865B,3.29,7.6,58.3,26.96,8.89,10.56,0.12,0.04,0.12,0.04,0.03,0.08,0.01,0.001,3.15,0.17,3.82,1.53,NA,NA,NA,0.000575012,0.010633509,21.57478411,0.018597924,0.343925312,1.859792411,34.39253122,-26.83252986,1.535203439,6/13/1985,Spring,1.190887565,-1.130102956,1.821472367,3.793239469,2.18492705,2.357073278,3.294354286,-3.506557897,-2.525728644,-4.605170186,0.113328685,0.039220713,NA,3.057496025,0.165335545,Old-growth,post-log,-0.300819808,-0.953680997
md,9_1985_872B,F,324,9,1985,31237,282,0.026730769,0.695,0.034,0.023,9.787303773,0.805692308,0.779,0,0,0,NA,872B,2.01,7.7,64.1,30,3.96,11.34,0.08,0.02,0.08,0.02,0.01,0.06,0.006,NA,3.28,0.21,4.02,1.5,NA,NA,NA,0.000349357,0.006176796,20.6272037,0.013081331,0.23128395,1.308133081,23.12839502,NA,NA,7/9/1985,Summer,0.698134722,-3.381394754,0,0,1.376244025,2.428336298,3.401197382,-4.605170186,-2.813410717,-5.11599581,0.076961041,0.019802627,NA,0.915884443,0.05180207,Old-growth,post-log,0.141540295,-0.989932495
ms,9_1985_879B,F,325,9,1985,31259,304,0.021318182,0.469,0.024,0.02,5.678363425,0.652181818,0.534,0.331818182,4.8,0,340.8832321,879B,1.35,7.7,68.4,33,2.8,12.07,0.07,0.05,0.07,0.05,0.03,0.02,0.019,0.002,3.7,0.3,4.14,1.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7/31/1985,Summer,0.300104593,-3.729701449,0.286545063,1.757857918,1.029619417,2.490723035,3.496507561,-3.506557897,-3.912023005,-3.9633163,0.067658648,0.048790164,NA,NA,NA,Old-growth,post-log,0.497513289,-0.867456355
ms,9_1985_886B,F,326,9,1985,31279,324,0.02045,0.409,0.024,0.016,13.87409385,0.62625,0.465,1.015,8.6,0,233.5242281,886B,1.23,7.6,72.5,33.16,0.83,11.51,0.05,0.03,0.05,0.03,0.03,0.02,0.004,NA,3.74,0.22,5.1,2.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/20/1985,Summer,0.207014169,-3.729701449,0.700619195,2.261763098,-0.186329578,2.443216223,3.50134433,-3.506557897,-3.912023005,-5.521460918,0.048790164,0.029558802,NA,NA,NA,Old-growth,post-log,0.761104259,-0.648629561
md,9_1985_893B,G,327,9,1985,31302,347,0.018304348,0.421,0.042,0.012,38.07998384,0.554086957,0.474,2.813043478,22,0,190.8022824,893B,1.14,7.6,65.9,29.46,14.16,10.34,0.21,0.08,0.17,0.04,0.04,0.13,0.003,0.038,3.49,0.21,4.74,1.85,NA,NA,NA,0.000682943,0.013418931,22.92344811,0.009832622,0.193197947,0.98326222,19.3197947,NA,NA,9/12/1985,Summer,0.131028262,-3.170085661,1.338427683,3.135494216,2.650421088,2.336019869,3.383033411,-3.218875825,-2.040220829,-5.80914299,0.19062036,0.076961041,NA,2.73568293,0.13922993,Old-growth,post-log,0.952377576,-0.304921225
ms,9_1986_900B,G,328,9,1986,31321,1,0.026421053,0.502,0.09,0.009,50.56431093,0.799684211,0.566,3.026315789,16.1,0,179.9710215,900B,1.49,7.8,65.1,28.71,0.77,10.72,0.08,0.05,0.07,0.04,0.03,0.03,0.011,0.009,3.55,0.2,6.39,1.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10/1/1985,Fall,0.39877612,-2.407945609,1.392851762,2.839078464,-0.261364764,2.372111156,3.357245494,-3.506557897,-3.506557897,-4.509860006,0.076961041,0.048790164,NA,NA,NA,Old-growth,post-log,0.999851839,0.017213356
md,9_1986_911B,F,329,9,1986,31343,23,0.061545455,1.354,0.675,0.012,129.1563748,1.864863636,1.525,8.518181818,80.4,0,224.8946682,911B,3.6,7.6,61.2,27.25,6.49,9.96,0.16,0.11,0.11,0.06,0.06,0.05,0.003,0.047,3.44,0.26,6.31,1.77,NA,NA,NA,0.000377239,0.005892582,18.22365179,0.011099675,0.173379946,1.109967456,17.33799464,-26.93319732,1.667606309,10/23/1985,Fall,1.280933845,-0.393042588,2.253203845,4.399375273,1.870262531,2.298577072,3.305053521,-2.813410717,-2.995732274,-5.80914299,0.148420005,0.104360015,NA,1.125235852,0.072036888,Old-growth,post-log,0.922639549,0.385663406
ms,9_1986_918B,F,330,9,1986,31366,46,0.107391304,2.47,0.815,0.031,102.6174199,3.255217391,2.784,9.956521739,49.8,0,122.1030935,918B,6.72,7.5,47.6,19.79,2.96,8.51,0.09,0.07,0.09,0.07,0.07,0.02,0.005,0.003,2.5,0.17,4.58,1.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11/15/1985,Fall,1.905088155,-0.204567166,2.393934872,3.927896355,1.085189268,2.141241943,2.98517676,-2.659260037,-3.912023005,-5.298317367,0.086177696,0.067658648,NA,NA,NA,Old-growth,post-log,0.702527474,0.711656622
md,9_1986_925B,F,331,9,1986,31386,66,0.15365,3.073,0.834,0.045,89.080078,4.66005,3.466,8.635,33,0,111.1864163,925B,9.09,7.4,36.7,15.87,1.57,7.87,0.12,0.1,0.08,0.06,0.05,0.02,0.007,0.043,2.05,0.16,4,1.05,NA,NA,NA,0.000355457,0.006085267,19.9728154,0.028717345,0.491628202,2.871734527,49.1628202,NA,NA,12/5/1985,Fall,2.207174908,-0.181521877,2.265402302,3.526360525,0.451075619,2.063058062,2.764430535,-2.995732274,-3.912023005,-4.96184513,0.113328685,0.09531018,NA,0.771856277,0.045086232,Old-growth,post-log,0.421100871,0.907013813
ms,9_1986_932B,F,332,9,1986,31399,79,0.219538462,2.854,1.561,0.048,126.9170145,6.666076923,3.224,4.884615385,36.6,0,242.0021577,932B,8.5,7.3,35.2,14.71,3.25,7.88,0.07,0.04,0.07,0.04,0.04,0.03,0.003,0.004,2.02,0.14,3.7,0.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/18/1985,Winter,2.140066163,0.445326642,1.772341383,3.62700405,1.178654996,2.064327904,2.688527535,-3.218875825,-3.506557897,-5.80914299,0.067658648,0.039220713,NA,NA,NA,Old-growth,post-log,0.209314646,0.977848342
ms,9_1986_939B,F,333,9,1986,31428,108,0.113275862,3.285,1.399,0.037,99.89111288,3.434724138,3.708,6.693103448,45.2,0,165.6398097,939B,7.97,7.4,40.7,17.71,1.32,8.66,0.06,0.04,0.05,0.03,0.03,0.02,0.004,0.01,2.35,0.13,4.13,1.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/16/1986,Winter,2.075684493,0.335757696,2.040324271,3.832979798,0.277631737,2.158714723,2.874129452,-3.506557897,-3.912023005,-5.521460918,0.058268908,0.039220713,NA,NA,NA,Old-growth,post-log,-0.284359187,0.958717817
ms,9_1986_946B,F,334,9,1986,31448,128,0.2322,4.644,0.744,0.114,51.5312103,7.04435,5.239,8.62,40.6,0,120.2130051,946B,14.44,7.4,39.7,18.54,1.61,8.55,0.07,0.04,0.06,0.03,0.03,0.03,0.003,0.005,2.3,0.14,4.16,1.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2/5/1986,Winter,2.670002133,-0.295714244,2.263844265,3.728100167,0.476234179,2.145931283,2.91993056,-3.506557897,-3.506557897,-5.80914299,0.067658648,0.039220713,NA,NA,NA,Old-growth,post-log,-0.591261445,0.806479946
md,9_1986_953B,F,335,9,1986,31469,149,0.711238095,14.936,3.095,0.086,97.07540281,21.574,16.85,23.65714286,100.1,0,116.6385267,953B,42.71,7.4,38,16.96,26.73,8.09,0.15,0.02,0.15,0.02,0.02,0.13,0.001,0.003,2.12,0.16,3.65,1.07,NA,NA,NA,0.000754659,0.012366558,19.1180946,0.005903634,0.096742491,0.590363432,9.674249094,-25.99727812,-1.32932757,2/26/1986,Winter,3.754433085,1.129787906,3.20506663,4.616110126,3.28578653,2.090628731,2.83085763,-3.912023005,-2.040220829,-6.907755279,0.139761942,0.019802627,NA,2.585926783,0.157804145,Old-growth,post-log,-0.838279705,0.545240439
ms,9_1986_960B,F,336,9,1986,31490,170,0.190285714,3.996,0.58,0.086,37.39000286,5.768809524,4.504,5.842857143,35.6,0,157.0218282,960B,11.8,7.5,39.8,19.5,0.74,9.36,0.03,0.04,0.02,0.03,0.03,NA,0.003,0.009,2.36,0.16,3.82,1.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/19/1986,Spring,2.468099531,-0.544727175,1.923205355,3.60004824,-0.301105093,2.23644529,2.970414466,-3.506557897,NA,-5.80914299,0.029558802,0.039220713,NA,NA,NA,Old-growth,post-log,-0.976938493,0.213520915
ms,9_1986_967B,F,337,9,1986,31511,191,0.075952381,1.595,0.26,0.039,58.54787022,2.30152381,1.799,3.071428571,31.8,0,241.2778762,967B,4.6,7.6,43.5,20.87,1.02,9.75,0.05,0.03,0.04,0.02,0.02,0.02,0.001,0.013,2.58,0.14,4.01,1.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4/9/1986,Spring,1.526056303,-1.347073648,1.403993938,3.490428515,0.019802627,2.277267285,3.038312721,-3.912023005,-3.912023005,-6.907755279,0.048790164,0.029558802,NA,NA,NA,Old-growth,post-log,-0.989314204,-0.145799197
ms,9_1986_974B,F,338,9,1986,31532,212,0.079238095,1.664,0.428,0.035,87.55803999,2.402809524,1.879,7.623809524,23.4,0,111.6746872,974B,4.69,7.6,45.3,21.12,1.06,9.33,0.06,0.05,0.05,0.04,0.04,0.01,0.004,0.013,2.5,0.15,3.99,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4/30/1986,Spring,1.545432582,-0.848632083,2.154526927,3.194583132,0.058268908,2.233235015,3.050220459,-3.218875825,-4.605170186,-5.521460918,0.058268908,0.048790164,NA,NA,NA,Old-growth,post-log,-0.873807104,-0.486272707
ms,9_1986_981B,F,339,9,1986,31552,232,0.07865,1.573,0.213,0.042,43.47340747,2.38495,1.774,5.505,23.9,0,130.6021283,981B,4.6,7.5,45.8,21.21,0.89,8.93,0.06,0.05,0.05,0.04,0.03,0.01,0.008,0.011,2.45,0.14,4.26,1.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5/20/1986,Spring,1.526056303,-1.546463113,1.872571112,3.214867803,-0.116533816,2.189416395,3.054472769,-3.506557897,-4.605170186,-4.828313737,0.058268908,0.048790164,NA,NA,NA,Old-growth,post-log,-0.658401585,-0.752666828
md,9_1986_988B,F,340,9,1986,31575,255,0.032565217,0.749,0.042,0.024,13.66484219,0.984043478,0.843,0.560869565,10.4,0,393.5256917,988B,2.14,7.6,54.8,25.58,25.43,10.19,0.38,0.1,0.36,0.08,0.05,0.28,0.035,0.017,3,0.18,4.53,1.53,NA,NA,NA,0.001476335,0.019149556,15.13284188,0.016373618,0.212382314,1.637361765,21.23823144,-26.78210898,-1.651217474,6/12/1986,Spring,0.760805829,-3.170085661,0.445243079,2.433613355,3.235929579,2.321406847,3.241810796,-2.995732274,-1.272965676,-3.352407217,0.322083499,0.09531018,NA,5.400882255,0.416381097,Old-growth,post-log,-0.317191289,-0.94836158
md,9_1986_995B,F,341,9,1986,31594,274,0.023526316,0.447,0.024,0.021,2.180490905,0.716052632,0.51,0.626315789,5.8,0,278.1209345,995B,1.3,7.6,59.1,28.54,26.32,10.63,0.44,0.09,0.43,0.08,0.03,0.35,0.05,0.014,3.27,0.23,4.95,1.69,NA,NA,NA,0.002183871,0.025469432,13.60626864,0.019033901,0.221983176,1.903390116,22.19831764,-26.88767533,-1.072121789,7/1/1986,Summer,0.262364265,-3.729701449,0.486317204,1.916922612,3.270329106,2.363680192,3.351306612,-3.506557897,-1.049822124,-2.995732274,0.364643114,0.086177696,NA,5.842597203,0.500972279,Old-growth,post-log,0.004303538,-0.99999074
ms,9_1986_  5B,F,342,9,1986,31617,297,0.020521739,0.472,0.039,0.016,4.843904599,0.622913043,0.537,1.665217391,23.9,0,305.3100311,  5B,1.35,7.7,62.6,29.79,13.48,10.89,0.18,0.04,0.17,0.03,0.02,0.14,0.011,0.007,3.49,0.2,4.68,1.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7/24/1986,Summer,0.300104593,-3.244193633,0.980285627,3.214867803,2.601207105,2.387844937,3.394172767,-3.912023005,-1.966112856,-4.509860006,0.165514439,0.039220713,NA,NA,NA,Old-growth,post-log,0.38963045,-0.920971288
ms,9_1986_ 12B,F,343,9,1986,31638,318,0.01552381,0.326,0.021,0.012,11.98558546,0.469142857,0.367,0,0,0,NA, 12B,0.95,7.6,72.7,33.04,0.56,11.34,0.08,0.06,0.06,0.04,0.04,0.02,0.004,0.016,3.81,0.2,6.35,1.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/14/1986,Summer,-0.051293294,-3.863232841,0,0,-0.579818495,2.428336298,3.497718949,-3.218875825,-3.912023005,-5.521460918,0.076961041,0.058268908,NA,NA,NA,Old-growth,post-log,0.690173388,-0.723644038
ms,9_1986_ 19B,F,344,9,1986,31659,339,0.00952381,0.2,0.012,0.006,12.69547163,0.286285714,0.221,0,0,0,NA, 19B,0.57,7.8,74.4,33.66,0.54,11.12,0.06,0.05,0.06,0.05,0.05,0.01,0.001,0.001,4.07,0.22,6.61,2.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/4/1986,Summer,-0.562118918,-4.422848629,0,0,-0.616186139,2.408745289,3.516310189,-2.995732274,-4.605170186,-6.907755279,0.058268908,0.048790164,NA,NA,NA,Old-growth,post-log,0.901501684,-0.432775593
ms,9_1986_ 26B,F,345,9,1986,31680,360,0.05647619,1.186,0.654,0.006,132.4288819,1.710666667,1.335,10.9,59.2,0,154.063442, 26B,2.66,7.6,67.9,29.58,1.38,10.07,0.09,0.07,0.09,0.07,0.07,0.02,0.001,0.002,3.6,0.21,5.68,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/25/1986,Fall,0.978326123,-0.424647928,2.4765384,4.097672352,0.322083499,2.309560707,3.387098457,-2.659260037,-3.912023005,-6.907755279,0.086177696,0.067658648,NA,NA,NA,Old-growth,post-log,0.996298175,-0.085964799
ms,9_1987_ 33B,F,346,9,1987,31701,16,0.053857143,1.131,0.826,0.017,183.4979636,1.633952381,1.276,2.566666667,36.8,0,321.5273363, 33B,3.95,7.5,52.3,23.04,0.71,8.75,0.09,0.07,0.08,0.06,0.05,0.02,0.015,0.005,2.87,0.18,4.9,1.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10/16/1986,Fall,1.373715579,-0.191160506,1.271631453,3.632309103,-0.342490309,2.1690537,3.137231836,-2.995732274,-3.912023005,-4.199705078,0.086177696,0.067658648,NA,NA,NA,Old-growth,post-log,0.962309078,0.271958158
ms,9_1987_ 40B,F,347,9,1987,31722,37,0.030904762,0.649,0.232,0.016,103.4523864,0.933714286,0.73,6.228571429,35.8,0,153.3396771, 40B,1.85,7.4,57.2,24.87,1.24,9.1,0.06,0.05,0.06,0.05,0.04,0.01,0.015,0.001,3.07,0.22,5.82,1.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11/6/1986,Fall,0.615185639,-1.461017907,1.978041427,3.605497845,0.21511138,2.208274414,3.213662258,-3.218875825,-4.605170186,-4.199705078,0.058268908,0.048790164,NA,NA,NA,Old-growth,post-log,0.803927962,0.594726687
md,9_1987_ 47B,A,348,9,1987,31741,56,0.270631579,5.142,2.132,0.024,100.3243618,8.207157895,5.802,16.92105263,57.6,0,104.9085902, 47B,14.52,7.4,41.8,17.96,2.22,8.66,0.07,0.04,0.07,0.04,0.04,0.03,0.001,0.004,2.39,0.14,4.12,1.23,NA,NA,NA,0.00022468,0.005916181,30.72019557,0.010644741,0.280293029,1.064474126,28.02930286,NA,NA,11/25/1986,Fall,2.675527009,0.757060506,2.885976146,4.070734697,0.797507196,2.158714723,2.888147063,-3.218875825,-3.506557897,-6.907755279,0.067658648,0.039220713,NA,0.622250524,0.023631326,Old-growth,post-log,0.570242293,0.821476553
ms,9_1987_ 54B,F,349,9,1987,31763,78,0.206,4.532,1.305,0.054,131.8542025,6.2495,5.111,7.527272727,63.5,0,216.0507513, 54B,13.13,7.4,40.9,17.96,1.05,8.04,0.05,0.04,0.05,0.04,0.04,0.01,NA,0.004,2.27,0.15,4,1.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/17/1986,Winter,2.574899688,0.266203041,2.143269583,4.166665224,0.048790164,2.084429083,2.888147063,-3.218875825,-4.605170186,NA,0.048790164,0.039220713,NA,NA,NA,Old-growth,post-log,0.226115686,0.974100455
