"","site","elev","date","p_mm_day","elev_c"
"4334","CS2MET",260,1969-08-12,0,"Low"
"4335","CS2MET",260,1969-08-13,0,"Low"
"4336","CS2MET",260,1969-08-14,0,"Low"
"4337","CS2MET",260,1969-08-15,0,"Low"
"4338","CS2MET",260,1969-08-16,0,"Low"
"4339","CS2MET",260,1969-08-17,0,"Low"
"4340","CS2MET",260,1969-08-18,0,"Low"
"4341","CS2MET",260,1969-08-19,0,"Low"
"4342","CS2MET",260,1969-08-20,0,"Low"
"4343","CS2MET",260,1969-08-21,0,"Low"
"4344","CS2MET",260,1969-08-22,0,"Low"
"4345","CS2MET",260,1969-08-23,0,"Low"
"4346","CS2MET",260,1969-08-24,0,"Low"
"4347","CS2MET",260,1969-08-25,0,"Low"
"4348","CS2MET",260,1969-08-26,0,"Low"
"4349","CS2MET",260,1969-08-27,0,"Low"
"4350","CS2MET",260,1969-08-28,0,"Low"
"4351","CS2MET",260,1969-08-29,0,"Low"
"4352","CS2MET",260,1969-08-30,0,"Low"
"4353","CS2MET",260,1969-08-31,0,"Low"
"4354","CS2MET",260,1969-09-01,0,"Low"
"4355","CS2MET",260,1969-09-02,0,"Low"
"4356","CS2MET",260,1969-09-03,0,"Low"
"4357","CS2MET",260,1969-09-04,0,"Low"
"4358","CS2MET",260,1969-09-05,0,"Low"
"4359","CS2MET",260,1969-09-06,0,"Low"
"4360","CS2MET",260,1969-09-07,0,"Low"
"4361","CS2MET",260,1969-09-08,0,"Low"
"4362","CS2MET",260,1969-09-09,0,"Low"
"4363","CS2MET",260,1969-09-10,0,"Low"
"4364","CS2MET",260,1969-09-11,0,"Low"
"4365","CS2MET",260,1969-09-12,0,"Low"
"4366","CS2MET",260,1969-09-13,0,"Low"
"4367","CS2MET",260,1969-09-14,0,"Low"
"4368","CS2MET",260,1969-09-15,0,"Low"
"4369","CS2MET",260,1969-09-16,0,"Low"
"4370","CS2MET",260,1969-09-17,39.4,"Low"
"4371","CS2MET",260,1969-09-18,2.3,"Low"
"4372","CS2MET",260,1969-09-19,15.7,"Low"
"4373","CS2MET",260,1969-09-20,6.1,"Low"
"4374","CS2MET",260,1969-09-21,0,"Low"
"4375","CS2MET",260,1969-09-22,2,"Low"
"4376","CS2MET",260,1969-09-23,11.7,"Low"
"4377","CS2MET",260,1969-09-24,0,"Low"
"4378","CS2MET",260,1969-09-25,0.8,"Low"
"4379","CS2MET",260,1969-09-26,0,"Low"
"4380","CS2MET",260,1969-09-27,0,"Low"
"4381","CS2MET",260,1969-09-28,0,"Low"
"4382","CS2MET",260,1969-09-29,0,"Low"
"4383","CS2MET",260,1969-09-30,3.3,"Low"
"4384","CS2MET",260,1969-10-01,29.7,"Low"
"4385","CS2MET",260,1969-10-02,15.7,"Low"
"4386","CS2MET",260,1969-10-03,1.3,"Low"
"4387","CS2MET",260,1969-10-04,0,"Low"
"4388","CS2MET",260,1969-10-05,0,"Low"
"4389","CS2MET",260,1969-10-06,0,"Low"
"4390","CS2MET",260,1969-10-07,28.4,"Low"
"4391","CS2MET",260,1969-10-08,29.7,"Low"
"4392","CS2MET",260,1969-10-09,12.4,"Low"
"4393","CS2MET",260,1969-10-10,0,"Low"
"4394","CS2MET",260,1969-10-11,0,"Low"
"4395","CS2MET",260,1969-10-12,0,"Low"
"4396","CS2MET",260,1969-10-13,0,"Low"
"4397","CS2MET",260,1969-10-14,0,"Low"
"4398","CS2MET",260,1969-10-15,10.7,"Low"
"4399","CS2MET",260,1969-10-16,6.9,"Low"
"4400","CS2MET",260,1969-10-17,0.8,"Low"
"4401","CS2MET",260,1969-10-18,0,"Low"
"4402","CS2MET",260,1969-10-19,0,"Low"
"4403","CS2MET",260,1969-10-20,0,"Low"
"4404","CS2MET",260,1969-10-21,0,"Low"
"4405","CS2MET",260,1969-10-22,0,"Low"
"4406","CS2MET",260,1969-10-23,2.5,"Low"
"4407","CS2MET",260,1969-10-24,0.8,"Low"
"4408","CS2MET",260,1969-10-25,0,"Low"
"4409","CS2MET",260,1969-10-26,3.6,"Low"
"4410","CS2MET",260,1969-10-27,29.5,"Low"
"4411","CS2MET",260,1969-10-28,9.7,"Low"
"4412","CS2MET",260,1969-10-29,0.8,"Low"
"4413","CS2MET",260,1969-10-30,0,"Low"
"4414","CS2MET",260,1969-10-31,0,"Low"
"4415","CS2MET",260,1969-11-01,0,"Low"
"4416","CS2MET",260,1969-11-02,0,"Low"
"4417","CS2MET",260,1969-11-03,0,"Low"
"4418","CS2MET",260,1969-11-04,52.6,"Low"
"4419","CS2MET",260,1969-11-05,3.6,"Low"
"4420","CS2MET",260,1969-11-06,3.3,"Low"
"4421","CS2MET",260,1969-11-07,0,"Low"
"4422","CS2MET",260,1969-11-08,0,"Low"
"4423","CS2MET",260,1969-11-09,0,"Low"
"4424","CS2MET",260,1969-11-10,0.3,"Low"
"4425","CS2MET",260,1969-11-11,0.5,"Low"
"4426","CS2MET",260,1969-11-12,0.3,"Low"
"4427","CS2MET",260,1969-11-13,0,"Low"
"4428","CS2MET",260,1969-11-14,0,"Low"
"4429","CS2MET",260,1969-11-15,3,"Low"
"4430","CS2MET",260,1969-11-16,26.2,"Low"
"4431","CS2MET",260,1969-11-17,4.6,"Low"
"4432","CS2MET",260,1969-11-18,0,"Low"
"4433","CS2MET",260,1969-11-19,0,"Low"
"4434","CS2MET",260,1969-11-20,0.8,"Low"
"4435","CS2MET",260,1969-11-21,4.3,"Low"
"4436","CS2MET",260,1969-11-22,0,"Low"
"4437","CS2MET",260,1969-11-23,9.1,"Low"
"4438","CS2MET",260,1969-11-24,0,"Low"
"4439","CS2MET",260,1969-11-25,0,"Low"
"4440","CS2MET",260,1969-11-26,0.3,"Low"
"4441","CS2MET",260,1969-11-27,0,"Low"
"4442","CS2MET",260,1969-11-28,0,"Low"
"4443","CS2MET",260,1969-11-29,0,"Low"
"4444","CS2MET",260,1969-11-30,0.5,"Low"
"4445","CS2MET",260,1969-12-01,0,"Low"
"4446","CS2MET",260,1969-12-02,0.5,"Low"
"4447","CS2MET",260,1969-12-03,6.9,"Low"
"4448","CS2MET",260,1969-12-04,0,"Low"
"4449","CS2MET",260,1969-12-05,0.3,"Low"
"4450","CS2MET",260,1969-12-06,6.6,"Low"
"4451","CS2MET",260,1969-12-07,0.5,"Low"
"4452","CS2MET",260,1969-12-08,21.3,"Low"
"4453","CS2MET",260,1969-12-09,9.1,"Low"
"4454","CS2MET",260,1969-12-10,10.2,"Low"
"4455","CS2MET",260,1969-12-11,38.4,"Low"
"4456","CS2MET",260,1969-12-12,41.7,"Low"
"4457","CS2MET",260,1969-12-13,5.6,"Low"
"4458","CS2MET",260,1969-12-14,14.5,"Low"
"4459","CS2MET",260,1969-12-15,0,"Low"
"4460","CS2MET",260,1969-12-16,9.4,"Low"
"4461","CS2MET",260,1969-12-17,0.8,"Low"
"4462","CS2MET",260,1969-12-18,2.8,"Low"
"4463","CS2MET",260,1969-12-19,26.4,"Low"
"4464","CS2MET",260,1969-12-20,38.4,"Low"
"4465","CS2MET",260,1969-12-21,51.1,"Low"
"4466","CS2MET",260,1969-12-22,29.2,"Low"
"4467","CS2MET",260,1969-12-23,27.2,"Low"
"4468","CS2MET",260,1969-12-24,7.9,"Low"
"4469","CS2MET",260,1969-12-25,4.3,"Low"
"4470","CS2MET",260,1969-12-26,59.9,"Low"
"4471","CS2MET",260,1969-12-27,2.8,"Low"
"4472","CS2MET",260,1969-12-28,1.3,"Low"
"4473","CS2MET",260,1969-12-29,0,"Low"
"4474","CS2MET",260,1969-12-30,0,"Low"
"4475","CS2MET",260,1969-12-31,0,"Low"
"4476","CS2MET",260,1970-01-01,0,"Low"
"4477","CS2MET",260,1970-01-02,0.8,"Low"
"4478","CS2MET",260,1970-01-03,4.6,"Low"
"4479","CS2MET",260,1970-01-04,0.8,"Low"
"4480","CS2MET",260,1970-01-05,0,"Low"
"4481","CS2MET",260,1970-01-06,0,"Low"
"4482","CS2MET",260,1970-01-07,1.3,"Low"
"4483","CS2MET",260,1970-01-08,11.9,"Low"
"4484","CS2MET",260,1970-01-09,40.4,"Low"
"4485","CS2MET",260,1970-01-10,0.8,"Low"
"4486","CS2MET",260,1970-01-11,6.6,"Low"
"4487","CS2MET",260,1970-01-12,29.7,"Low"
"4488","CS2MET",260,1970-01-13,10.9,"Low"
"4489","CS2MET",260,1970-01-14,24.9,"Low"
"4490","CS2MET",260,1970-01-15,25.7,"Low"
"4491","CS2MET",260,1970-01-16,45.2,"Low"
"4492","CS2MET",260,1970-01-17,70.1,"Low"
"4493","CS2MET",260,1970-01-18,49.8,"Low"
"4494","CS2MET",260,1970-01-19,27.4,"Low"
"4495","CS2MET",260,1970-01-20,14.7,"Low"
"4496","CS2MET",260,1970-01-21,48.8,"Low"
"4497","CS2MET",260,1970-01-22,42.7,"Low"
"4498","CS2MET",260,1970-01-23,43.4,"Low"
"4499","CS2MET",260,1970-01-24,27.9,"Low"
"4500","CS2MET",260,1970-01-25,50.3,"Low"
"4501","CS2MET",260,1970-01-26,61.7,"Low"
"4502","CS2MET",260,1970-01-27,18.3,"Low"
"4503","CS2MET",260,1970-01-28,2.3,"Low"
"4504","CS2MET",260,1970-01-29,1.8,"Low"
"4505","CS2MET",260,1970-01-30,4.1,"Low"
"4506","CS2MET",260,1970-01-31,36.6,"Low"
"4507","CS2MET",260,1970-02-01,19.1,"Low"
"4508","CS2MET",260,1970-02-02,0,"Low"
"4509","CS2MET",260,1970-02-03,2.5,"Low"
"4510","CS2MET",260,1970-02-04,0,"Low"
"4511","CS2MET",260,1970-02-05,21.8,"Low"
"4512","CS2MET",260,1970-02-06,34.8,"Low"
"4513","CS2MET",260,1970-02-07,0,"Low"
"4514","CS2MET",260,1970-02-08,0,"Low"
"4515","CS2MET",260,1970-02-09,0,"Low"
"4516","CS2MET",260,1970-02-10,0,"Low"
"4517","CS2MET",260,1970-02-11,0,"Low"
"4518","CS2MET",260,1970-02-12,10.4,"Low"
"4519","CS2MET",260,1970-02-13,0.3,"Low"
"4520","CS2MET",260,1970-02-14,0,"Low"
"4521","CS2MET",260,1970-02-15,4.3,"Low"
"4522","CS2MET",260,1970-02-16,33.8,"Low"
"4523","CS2MET",260,1970-02-17,21.3,"Low"
"4524","CS2MET",260,1970-02-18,2.5,"Low"
"4525","CS2MET",260,1970-02-19,0,"Low"
"4526","CS2MET",260,1970-02-20,0,"Low"
"4527","CS2MET",260,1970-02-21,0.3,"Low"
"4528","CS2MET",260,1970-02-22,0.3,"Low"
"4529","CS2MET",260,1970-02-23,0.3,"Low"
"4530","CS2MET",260,1970-02-24,0.3,"Low"
"4531","CS2MET",260,1970-02-25,0.3,"Low"
"4532","CS2MET",260,1970-02-26,0,"Low"
"4533","CS2MET",260,1970-02-27,1,"Low"
"4534","CS2MET",260,1970-02-28,3.6,"Low"
"4535","CS2MET",260,1970-03-01,4.6,"Low"
"4536","CS2MET",260,1970-03-02,13.5,"Low"
"4537","CS2MET",260,1970-03-03,4.1,"Low"
"4538","CS2MET",260,1970-03-04,0,"Low"
"4539","CS2MET",260,1970-03-05,0,"Low"
"4540","CS2MET",260,1970-03-06,25.9,"Low"
"4541","CS2MET",260,1970-03-07,20.1,"Low"
"4542","CS2MET",260,1970-03-08,0,"Low"
"4543","CS2MET",260,1970-03-09,0,"Low"
"4544","CS2MET",260,1970-03-10,0,"Low"
"4545","CS2MET",260,1970-03-11,20.6,"Low"
"4546","CS2MET",260,1970-03-12,9.7,"Low"
"4547","CS2MET",260,1970-03-13,4.3,"Low"
"4548","CS2MET",260,1970-03-14,23.4,"Low"
"4549","CS2MET",260,1970-03-15,3,"Low"
"4550","CS2MET",260,1970-03-16,9.9,"Low"
"4551","CS2MET",260,1970-03-17,0,"Low"
"4552","CS2MET",260,1970-03-18,0,"Low"
"4553","CS2MET",260,1970-03-19,0,"Low"
"4554","CS2MET",260,1970-03-20,0,"Low"
"4555","CS2MET",260,1970-03-21,0,"Low"
"4556","CS2MET",260,1970-03-22,0,"Low"
"4557","CS2MET",260,1970-03-23,1,"Low"
"4558","CS2MET",260,1970-03-24,0.5,"Low"
"4559","CS2MET",260,1970-03-25,1.5,"Low"
"4560","CS2MET",260,1970-03-26,0.5,"Low"
"4561","CS2MET",260,1970-03-27,0,"Low"
"4562","CS2MET",260,1970-03-28,1,"Low"
"4563","CS2MET",260,1970-03-29,8.1,"Low"
"4564","CS2MET",260,1970-03-30,0,"Low"
"4565","CS2MET",260,1970-03-31,0,"Low"
"4566","CS2MET",260,1970-04-01,1.8,"Low"
"4567","CS2MET",260,1970-04-02,1.3,"Low"
"4568","CS2MET",260,1970-04-03,0,"Low"
"4569","CS2MET",260,1970-04-04,0,"Low"
"4570","CS2MET",260,1970-04-05,0,"Low"
"4571","CS2MET",260,1970-04-06,11.2,"Low"
"4572","CS2MET",260,1970-04-07,1.5,"Low"
"4573","CS2MET",260,1970-04-08,0,"Low"
"4574","CS2MET",260,1970-04-09,45.2,"Low"
"4575","CS2MET",260,1970-04-10,8.6,"Low"
"4576","CS2MET",260,1970-04-11,0.8,"Low"
"4577","CS2MET",260,1970-04-12,0,"Low"
"4578","CS2MET",260,1970-04-13,0,"Low"
"4579","CS2MET",260,1970-04-14,0,"Low"
"4580","CS2MET",260,1970-04-15,0.5,"Low"
"4581","CS2MET",260,1970-04-16,0,"Low"
"4582","CS2MET",260,1970-04-17,0,"Low"
"4583","CS2MET",260,1970-04-18,32.5,"Low"
"4584","CS2MET",260,1970-04-19,27.7,"Low"
"4585","CS2MET",260,1970-04-20,4.3,"Low"
"4586","CS2MET",260,1970-04-21,0,"Low"
"4587","CS2MET",260,1970-04-22,3,"Low"
"4588","CS2MET",260,1970-04-23,21.1,"Low"
"4589","CS2MET",260,1970-04-24,21.1,"Low"
"4590","CS2MET",260,1970-04-25,27.7,"Low"
"4591","CS2MET",260,1970-04-26,8.1,"Low"
"4592","CS2MET",260,1970-04-27,0.8,"Low"
"4593","CS2MET",260,1970-04-28,2.3,"Low"
"4594","CS2MET",260,1970-04-29,12.7,"Low"
"4595","CS2MET",260,1970-04-30,1.8,"Low"
"4596","CS2MET",260,1970-05-01,0,"Low"
"4597","CS2MET",260,1970-05-02,0,"Low"
"4598","CS2MET",260,1970-05-03,0,"Low"
"4599","CS2MET",260,1970-05-04,0,"Low"
"4600","CS2MET",260,1970-05-05,0,"Low"
"4601","CS2MET",260,1970-05-06,0,"Low"
"4602","CS2MET",260,1970-05-07,1.5,"Low"
"4603","CS2MET",260,1970-05-08,33.5,"Low"
"4604","CS2MET",260,1970-05-09,15.5,"Low"
"4605","CS2MET",260,1970-05-10,17.3,"Low"
"4606","CS2MET",260,1970-05-11,3.3,"Low"
"4607","CS2MET",260,1970-05-12,0.8,"Low"
"4608","CS2MET",260,1970-05-13,0,"Low"
"4609","CS2MET",260,1970-05-14,0,"Low"
"4610","CS2MET",260,1970-05-15,0,"Low"
"4611","CS2MET",260,1970-05-16,0,"Low"
"4612","CS2MET",260,1970-05-17,0,"Low"
"4613","CS2MET",260,1970-05-18,0,"Low"
"4614","CS2MET",260,1970-05-19,0,"Low"
"4615","CS2MET",260,1970-05-20,0,"Low"
"4616","CS2MET",260,1970-05-21,0,"Low"
"4617","CS2MET",260,1970-05-22,0,"Low"
"4618","CS2MET",260,1970-05-23,0,"Low"
"4619","CS2MET",260,1970-05-24,0,"Low"
"4620","CS2MET",260,1970-05-25,0,"Low"
"4621","CS2MET",260,1970-05-26,0,"Low"
"4622","CS2MET",260,1970-05-27,0,"Low"
"4623","CS2MET",260,1970-05-28,0,"Low"
"4624","CS2MET",260,1970-05-29,0.5,"Low"
"4625","CS2MET",260,1970-05-30,0,"Low"
"4626","CS2MET",260,1970-05-31,0,"Low"
"4627","CS2MET",260,1970-06-01,0,"Low"
"4628","CS2MET",260,1970-06-02,0,"Low"
"4629","CS2MET",260,1970-06-03,0,"Low"
"4630","CS2MET",260,1970-06-04,0,"Low"
"4631","CS2MET",260,1970-06-05,0,"Low"
"4632","CS2MET",260,1970-06-06,0,"Low"
"4633","CS2MET",260,1970-06-07,0,"Low"
"4634","CS2MET",260,1970-06-08,3.3,"Low"
"4635","CS2MET",260,1970-06-09,15.2,"Low"
"4636","CS2MET",260,1970-06-10,3.3,"Low"
"4637","CS2MET",260,1970-06-11,2,"Low"
"4638","CS2MET",260,1970-06-12,0.8,"Low"
"4639","CS2MET",260,1970-06-13,2.8,"Low"
"4640","CS2MET",260,1970-06-14,0.5,"Low"
"4641","CS2MET",260,1970-06-15,0.5,"Low"
"4642","CS2MET",260,1970-06-16,0,"Low"
"4643","CS2MET",260,1970-06-17,0,"Low"
"4644","CS2MET",260,1970-06-18,0,"Low"
"4645","CS2MET",260,1970-06-19,0,"Low"
"4646","CS2MET",260,1970-06-20,0,"Low"
"4647","CS2MET",260,1970-06-21,5.6,"Low"
"4648","CS2MET",260,1970-06-22,0,"Low"
"4649","CS2MET",260,1970-06-23,0,"Low"
"4650","CS2MET",260,1970-06-24,0,"Low"
"4651","CS2MET",260,1970-06-25,0,"Low"
"4652","CS2MET",260,1970-06-26,0,"Low"
"4653","CS2MET",260,1970-06-27,0.5,"Low"
"4654","CS2MET",260,1970-06-28,0,"Low"
"4655","CS2MET",260,1970-06-29,2,"Low"
"4656","CS2MET",260,1970-06-30,0.3,"Low"
"4657","CS2MET",260,1970-07-01,0,"Low"
"4658","CS2MET",260,1970-07-02,0,"Low"
"4659","CS2MET",260,1970-07-03,0,"Low"
"4660","CS2MET",260,1970-07-04,0,"Low"
"4661","CS2MET",260,1970-07-05,0,"Low"
"4662","CS2MET",260,1970-07-06,0,"Low"
"4663","CS2MET",260,1970-07-07,0,"Low"
"4664","CS2MET",260,1970-07-08,0,"Low"
"4665","CS2MET",260,1970-07-09,0,"Low"
"4666","CS2MET",260,1970-07-10,0,"Low"
"4667","CS2MET",260,1970-07-11,0,"Low"
"4668","CS2MET",260,1970-07-12,0,"Low"
"4669","CS2MET",260,1970-07-13,0,"Low"
"4670","CS2MET",260,1970-07-14,0,"Low"
"4671","CS2MET",260,1970-07-15,0,"Low"
"4672","CS2MET",260,1970-07-16,0,"Low"
"4673","CS2MET",260,1970-07-17,0,"Low"
"4674","CS2MET",260,1970-07-18,0,"Low"
"4675","CS2MET",260,1970-07-19,0,"Low"
"4676","CS2MET",260,1970-07-20,0,"Low"
"4677","CS2MET",260,1970-07-21,0,"Low"
"4678","CS2MET",260,1970-07-22,0,"Low"
"4679","CS2MET",260,1970-07-23,0,"Low"
"4680","CS2MET",260,1970-07-24,0,"Low"
"4681","CS2MET",260,1970-07-25,0,"Low"
"4682","CS2MET",260,1970-07-26,0,"Low"
"4683","CS2MET",260,1970-07-27,0,"Low"
"4684","CS2MET",260,1970-07-28,0,"Low"
"4685","CS2MET",260,1970-07-29,0,"Low"
"4686","CS2MET",260,1970-07-30,0,"Low"
"4687","CS2MET",260,1970-07-31,0,"Low"
"4688","CS2MET",260,1970-08-01,0,"Low"
"4689","CS2MET",260,1970-08-02,0,"Low"
"4690","CS2MET",260,1970-08-03,0,"Low"
"4691","CS2MET",260,1970-08-04,0,"Low"
"4692","CS2MET",260,1970-08-05,0,"Low"
"4693","CS2MET",260,1970-08-06,0,"Low"
"4694","CS2MET",260,1970-08-07,0,"Low"
"4695","CS2MET",260,1970-08-08,0,"Low"
"4696","CS2MET",260,1970-08-09,0,"Low"
"4697","CS2MET",260,1970-08-10,0,"Low"
"4698","CS2MET",260,1970-08-11,0,"Low"
"4699","CS2MET",260,1970-08-12,0,"Low"
"4700","CS2MET",260,1970-08-13,0,"Low"
"4701","CS2MET",260,1970-08-14,0,"Low"
"4702","CS2MET",260,1970-08-15,0,"Low"
"4703","CS2MET",260,1970-08-16,0,"Low"
"4704","CS2MET",260,1970-08-17,0,"Low"
"4705","CS2MET",260,1970-08-18,0,"Low"
"4706","CS2MET",260,1970-08-19,0,"Low"
"4707","CS2MET",260,1970-08-20,0,"Low"
"4708","CS2MET",260,1970-08-21,0,"Low"
"4709","CS2MET",260,1970-08-22,0,"Low"
"4710","CS2MET",260,1970-08-23,0,"Low"
"4711","CS2MET",260,1970-08-24,0,"Low"
"4712","CS2MET",260,1970-08-25,0,"Low"
"4713","CS2MET",260,1970-08-26,0,"Low"
"4714","CS2MET",260,1970-08-27,0,"Low"
"4715","CS2MET",260,1970-08-28,0,"Low"
"4716","CS2MET",260,1970-08-29,0,"Low"
"4717","CS2MET",260,1970-08-30,0,"Low"
"4718","CS2MET",260,1970-08-31,0,"Low"
"4719","CS2MET",260,1970-09-01,0,"Low"
"4720","CS2MET",260,1970-09-02,0,"Low"
"4721","CS2MET",260,1970-09-03,8.1,"Low"
"4722","CS2MET",260,1970-09-04,8.6,"Low"
"4723","CS2MET",260,1970-09-05,3.6,"Low"
"4724","CS2MET",260,1970-09-06,16.8,"Low"
"4725","CS2MET",260,1970-09-07,10.7,"Low"
"4726","CS2MET",260,1970-09-08,0,"Low"
"4727","CS2MET",260,1970-09-09,0,"Low"
"4728","CS2MET",260,1970-09-10,0,"Low"
"4729","CS2MET",260,1970-09-11,0,"Low"
"4730","CS2MET",260,1970-09-12,0,"Low"
"4731","CS2MET",260,1970-09-13,0,"Low"
"4732","CS2MET",260,1970-09-14,0,"Low"
"4733","CS2MET",260,1970-09-15,0,"Low"
"4734","CS2MET",260,1970-09-16,0,"Low"
"4735","CS2MET",260,1970-09-17,0,"Low"
"4736","CS2MET",260,1970-09-18,3.6,"Low"
"4737","CS2MET",260,1970-09-19,15.2,"Low"
"4738","CS2MET",260,1970-09-20,19.6,"Low"
"4739","CS2MET",260,1970-09-21,3,"Low"
"4740","CS2MET",260,1970-09-22,0.3,"Low"
"4741","CS2MET",260,1970-09-23,0,"Low"
"4742","CS2MET",260,1970-09-24,0,"Low"
"4743","CS2MET",260,1970-09-25,0,"Low"
"4744","CS2MET",260,1970-09-26,0,"Low"
"4745","CS2MET",260,1970-09-27,0,"Low"
"4746","CS2MET",260,1970-09-28,0,"Low"
"4747","CS2MET",260,1970-09-29,0,"Low"
"4748","CS2MET",260,1970-09-30,0,"Low"
"4749","CS2MET",260,1970-10-01,0,"Low"
"4750","CS2MET",260,1970-10-02,0,"Low"
"4751","CS2MET",260,1970-10-03,0,"Low"
"4752","CS2MET",260,1970-10-04,0,"Low"
"4753","CS2MET",260,1970-10-05,4.6,"Low"
"4754","CS2MET",260,1970-10-06,4.3,"Low"
"4755","CS2MET",260,1970-10-07,0,"Low"
"4756","CS2MET",260,1970-10-08,0,"Low"
"4757","CS2MET",260,1970-10-09,3.3,"Low"
"4758","CS2MET",260,1970-10-10,0,"Low"
"4759","CS2MET",260,1970-10-11,0,"Low"
"4760","CS2MET",260,1970-10-12,0,"Low"
"4761","CS2MET",260,1970-10-13,0,"Low"
"4762","CS2MET",260,1970-10-14,0,"Low"
"4763","CS2MET",260,1970-10-15,0,"Low"
"4764","CS2MET",260,1970-10-16,0,"Low"
"4765","CS2MET",260,1970-10-17,2.5,"Low"
"4766","CS2MET",260,1970-10-18,8.9,"Low"
"4767","CS2MET",260,1970-10-19,3.3,"Low"
"4768","CS2MET",260,1970-10-20,20.1,"Low"
"4769","CS2MET",260,1970-10-21,28.4,"Low"
"4770","CS2MET",260,1970-10-22,31.8,"Low"
"4771","CS2MET",260,1970-10-23,46,"Low"
"4772","CS2MET",260,1970-10-24,25.7,"Low"
"4773","CS2MET",260,1970-10-25,23.6,"Low"
"4774","CS2MET",260,1970-10-26,0,"Low"
"4775","CS2MET",260,1970-10-27,0,"Low"
"4776","CS2MET",260,1970-10-28,0,"Low"
"4777","CS2MET",260,1970-10-29,0,"Low"
"4778","CS2MET",260,1970-10-30,0,"Low"
"4779","CS2MET",260,1970-10-31,0,"Low"
"4780","CS2MET",260,1970-11-01,0,"Low"
"4781","CS2MET",260,1970-11-02,0,"Low"
"4782","CS2MET",260,1970-11-03,0,"Low"
"4783","CS2MET",260,1970-11-04,2.8,"Low"
"4784","CS2MET",260,1970-11-05,19.3,"Low"
"4785","CS2MET",260,1970-11-06,3,"Low"
"4786","CS2MET",260,1970-11-07,9.7,"Low"
"4787","CS2MET",260,1970-11-08,36.3,"Low"
"4788","CS2MET",260,1970-11-09,6.6,"Low"
"4789","CS2MET",260,1970-11-10,9.1,"Low"
"4790","CS2MET",260,1970-11-11,62.2,"Low"
"4791","CS2MET",260,1970-11-12,4.1,"Low"
"4792","CS2MET",260,1970-11-13,0,"Low"
"4793","CS2MET",260,1970-11-14,0,"Low"
"4794","CS2MET",260,1970-11-15,7.1,"Low"
"4795","CS2MET",260,1970-11-16,12.2,"Low"
"4796","CS2MET",260,1970-11-17,0,"Low"
"4797","CS2MET",260,1970-11-18,15.7,"Low"
"4798","CS2MET",260,1970-11-19,4.3,"Low"
"4799","CS2MET",260,1970-11-20,8.6,"Low"
"4800","CS2MET",260,1970-11-21,0.5,"Low"
"4801","CS2MET",260,1970-11-22,23.1,"Low"
"4802","CS2MET",260,1970-11-23,70.4,"Low"
"4803","CS2MET",260,1970-11-24,39.6,"Low"
"4804","CS2MET",260,1970-11-25,6.1,"Low"
"4805","CS2MET",260,1970-11-26,41.1,"Low"
"4806","CS2MET",260,1970-11-27,24.9,"Low"
"4807","CS2MET",260,1970-11-28,0,"Low"
"4808","CS2MET",260,1970-11-29,0.3,"Low"
"4809","CS2MET",260,1970-11-30,23.1,"Low"
"4810","CS2MET",260,1970-12-01,16.3,"Low"
"4811","CS2MET",260,1970-12-02,20.1,"Low"
"4812","CS2MET",260,1970-12-03,33.5,"Low"
"4813","CS2MET",260,1970-12-04,0,"Low"
"4814","CS2MET",260,1970-12-05,13,"Low"
"4815","CS2MET",260,1970-12-06,2.3,"Low"
"4816","CS2MET",260,1970-12-07,14,"Low"
"4817","CS2MET",260,1970-12-08,6.4,"Low"
"4818","CS2MET",260,1970-12-09,0,"Low"
"4819","CS2MET",260,1970-12-10,14,"Low"
"4820","CS2MET",260,1970-12-11,4.1,"Low"
"4821","CS2MET",260,1970-12-12,0.3,"Low"
"4822","CS2MET",260,1970-12-13,2.8,"Low"
"4823","CS2MET",260,1970-12-14,36.6,"Low"
"4824","CS2MET",260,1970-12-15,28.2,"Low"
"4825","CS2MET",260,1970-12-16,18,"Low"
"4826","CS2MET",260,1970-12-17,0,"Low"
"4827","CS2MET",260,1970-12-18,0,"Low"
"4828","CS2MET",260,1970-12-19,0,"Low"
"4829","CS2MET",260,1970-12-20,13,"Low"
"4830","CS2MET",260,1970-12-21,1,"Low"
"4831","CS2MET",260,1970-12-22,0,"Low"
"4832","CS2MET",260,1970-12-23,0,"Low"
"4833","CS2MET",260,1970-12-24,0,"Low"
"4834","CS2MET",260,1970-12-25,0,"Low"
"4835","CS2MET",260,1970-12-26,0.8,"Low"
"4836","CS2MET",260,1970-12-27,10.9,"Low"
"4837","CS2MET",260,1970-12-28,29.2,"Low"
"4838","CS2MET",260,1970-12-29,31,"Low"
"4839","CS2MET",260,1970-12-30,51.1,"Low"
"4840","CS2MET",260,1970-12-31,14.5,"Low"
"4841","CS2MET",260,1971-01-01,0,"Low"
"4842","CS2MET",260,1971-01-02,0,"Low"
"4843","CS2MET",260,1971-01-03,0,"Low"
"4844","CS2MET",260,1971-01-04,0,"Low"
"4845","CS2MET",260,1971-01-05,0,"Low"
"4846","CS2MET",260,1971-01-06,0,"Low"
"4847","CS2MET",260,1971-01-07,1.8,"Low"
"4848","CS2MET",260,1971-01-08,50.5,"Low"
"4849","CS2MET",260,1971-01-09,39.1,"Low"
"4850","CS2MET",260,1971-01-10,20.1,"Low"
"4851","CS2MET",260,1971-01-11,14.7,"Low"
"4852","CS2MET",260,1971-01-12,5.1,"Low"
"4853","CS2MET",260,1971-01-13,9.9,"Low"
